permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,MKTCAPDAY0,ADJPRCDAY0
57665,3194,11,100,NKE,NIKE INC,NKE,316210,N,A,R,60003193,4061,1,3021,9,438,1,342,1980-12-02,2024-12-31,1980-12-02,2024-12-31,1980-12-02,2024-12-31,69454740.36,51.98
57809,3160,11,100,NDSN,NORDSON CORP,NDSN,333912,Q,A,R,60003159,4015,3,3560,5,273,1,1935,1979-12-13,2024-12-31,1979-12-13,2024-12-31,1979-12-13,2024-12-31,6514844.8,113.42
57817,3217,11,100,JWN,NORDSTROM INC,JWN,458110,N,A,R,60003216,4095,1,5651,9,406,1,627,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,8254546.039999999,47.62
57904,92,11,100,AFL,AFLAC INC,AFL,524114,N,A,R,60000091,128,1,6321,5,459,1,0,1973-08-23,2024-12-31,1973-08-23,2024-12-31,1973-08-23,2024-12-31,28473276.54,34.885
58246,3275,11,100,NTRS,NORTHERN TRUST CORP,NTRS,522110,Q,A,R,60003274,4162,3,6020,6,230,1,1825,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,20492152.2,89.64
58318,3302,11,100,TEX,TEREX CORP NEW,TEX,333924,N,A,R,60003301,4202,1,3537,12,444,1,117,1973-11-07,2024-12-31,1973-11-07,2024-12-31,1973-11-07,2024-12-31,3382446.0,31.94
58683,4181,11,100,LUV,SOUTHWEST AIRLINES CO,LUV,481111,N,A,R,60004180,5299,1,4512,10,452,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,30767588.04,49.98
58819,4980,11,100,LNT,ALLIANT ENERGY CORP,LNT,221122,Q,A,R,60019243,25844,3,4931,12,421,1,65,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,8629075.0,37.93
59010,1892,11,100,GAP,GAP INC,GAP,458110,N,A,R,60001891,2424,1,5651,7,442,1,0,1976-05-20,2024-12-31,1976-05-20,2024-12-31,1976-05-20,2024-12-31,9365725.88,23.48
59176,90,11,100,AXP,AMERICAN EXPRESS CO,AXP,522291,N,A,R,60000089,126,1,6141,14,453,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,68964464.25,75.35
59248,33,11,100,TAP,MOLSON COORS BEVERAGE CO,TAP,312120,N,A,R,60000032,41,1,2082,10,400,1,573,1975-06-12,2024-12-31,1975-06-12,2024-12-31,1975-06-12,2024-12-31,20497735.96,97.88
59328,2367,11,100,INTC,INTEL CORP,INTC,334413,Q,A,R,60002366,3017,3,3679,3,283,1,2765,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,173118000.0,36.6
59408,3151,11,100,BAC,BANK OF AMERICA CORP,BAC,522110,N,A,R,60003150,4005,1,6029,15,450,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,227666708.91000003,22.53
59459,4293,11,100,TRV,TRAVELERS COMPANIES INC,TRV,524126,N,A,R,60004292,5448,1,6331,8,445,1,189,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,34342733.1,120.9
60206,4162,11,100,SNA,SNAP ON INC,SNA,444140,N,A,R,60004161,5271,1,5251,12,450,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,9930978.16975,171.14999
60442,3685,11,100,PNC,P N C FINANCIAL SERVICES GRP INC,PNC,522110,N,A,R,70044824,4693,1,6021,9,442,1,175,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,57392640.94,117.97
60506,3487,11,100,PCAR,PACCAR INC,PCAR,336110,Q,A,R,60003486,4437,3,3711,6,306,1,1707,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,22907723.999999996,43.54666666666666
60599,20421,11,100,LUMN,LUMEN TECHOLOGIES INC,LUMN,517112,N,A,R,0,0,1,4812,15,456,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,13858591.5,25.35
60628,1685,11,100,FDX,FEDEX CORP,FDX,492110,N,A,R,60001684,2154,1,4513,6,440,1,0,1978-04-12,2024-12-31,1978-04-12,2024-12-31,1978-04-12,2024-12-31,50023739.3,187.7
60871,282,11,100,ADI,ANALOG DEVICES INC,ADI,334413,Q,A,R,60017759,23966,3,3674,6,364,1,437,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,22343938.355,72.505
60943,2636,11,100,LEG,LEGGETT & PLATT INC,LEG,337910,N,A,R,60002635,3358,1,2515,6,444,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,6597108.0,49.35
60986,3178,11,100,NWL,NEWELL BRANDS INC,NWL,326199,Q,A,R,60019640,26307,3,3089,10,439,1,86,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,21669408.0,44.92
61146,5708,11,100,PAR,PAR TECHNOLOGY CORP,PAR,333310,N,A,R,60005696,7067,1,3578,12,430,1,68,1982-12-03,2024-12-31,1982-12-03,2024-12-31,1982-12-03,2024-12-31,86779.0,5.5
61241,211,11,100,AMD,ADVANCED MICRO DEVICES INC,AMD,334413,Q,A,R,60017840,24069,3,3674,6,423,1,431,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,10687050.0,11.43
61399,2709,11,100,LOW,LOWES COMPANIES INC,LOW,444180,N,A,R,60002708,3456,1,5211,6,434,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,61715644.650000006,70.95
61516,655,11,100,BIO,BIO RAD LABORATORIES INC,BIO,334516,N,A,R,60000654,0,1,3826,8,428,1,0,1980-02-27,2024-12-31,1980-02-27,2024-12-31,1980-02-27,2024-12-31,4466113.47,182.91
61621,6333,11,100,PAYX,PAYCHEX INC,PAYX,541219,Q,A,R,60006308,7981,3,8700,5,267,1,1954,1983-08-26,2024-12-31,1983-08-26,2024-12-31,1983-08-26,2024-12-31,22082410.060000002,61.06
61743,1285,11,100,DLX,DELUXE CORP,DLX,323111,N,A,R,60001284,1647,1,2782,6,440,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,3494052.4000000004,71.9
62092,4557,11,100,TMO,THERMO FISHER SCIENTIFIC INC,TMO,334519,N,A,R,60004556,5782,1,3829,7,447,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,56753241.74999999,143.67
62148,20370,11,100,CSX,C S X CORP,CSX,482111,Q,A,R,60018345,24715,3,4011,5,412,1,342,1980-11-13,2024-12-31,1980-11-13,2024-12-31,1980-11-13,2024-12-31,33616763.29,11.963333333333333
62308,21764,11,100,GL,GLOBE LIFE INC,GL,524113,N,A,R,0,0,1,6311,11,434,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,8771051.52,73.92
62498,4998,11,100,WST,WEST PHARMACEUTICAL SERVICES INC,WST,326299,N,A,R,60004997,6293,1,3069,10,436,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,6152578.88,84.07
63467,3624,11,100,BRO,BROWN & BROWN INC,BRO,524210,N,A,R,60003623,4613,1,6411,7,405,1,128,1981-01-23,2024-12-31,1981-01-23,2024-12-31,1981-01-23,2024-12-31,6284167.38,22.41
64186,20357,11,100,CI,CIGNA GROUP,CI,524114,N,A,R,0,0,1,6324,8,427,1,0,1982-04-20,2024-12-31,1982-04-20,2024-12-31,1982-04-20,2024-12-31,34844617.08,135.72
64282,2664,11,100,BBWI,BATH & BODY WORKS INC,BBWI,458110,N,A,R,60002663,3397,1,5621,13,451,1,0,1973-02-09,2024-12-31,1973-02-09,2024-12-31,1973-02-09,2024-12-31,14712219.217968442,51.44924120483026
64311,21294,11,100,NSC,NORFOLK SOUTHERN CORP,NSC,488510,N,A,R,0,0,1,4731,5,424,1,0,1982-06-25,2024-12-31,1982-06-25,2024-12-31,1982-06-25,2024-12-31,31234874.58,106.99
64390,3682,11,100,PGR,PROGRESSIVE CORP OH,PGR,524126,N,A,R,60003681,4687,1,6331,7,448,1,92,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,20603847.0,35.53
64936,20592,11,100,D,DOMINION ENERGY INC,D,211120,N,A,R,0,0,1,1311,10,426,1,0,1983-06-02,2024-12-31,1983-06-02,2024-12-31,1983-06-02,2024-12-31,47789687.5,76.25
64995,2535,11,100,KEY,KEYCORP NEW,KEY,522110,N,A,R,60002534,3234,1,6021,8,442,1,7,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,19733801.12,18.26
65402,21625,11,100,AOS,SMITH A O CORP,AOS,335220,N,A,R,0,0,1,3639,9,424,1,0,1983-09-30,2024-12-31,1983-09-30,2024-12-31,1983-09-30,2024-12-31,7015750.0,47.5
65541,5780,11,100,COO,COOPER COMPANIES INC,COO,339115,Q,A,R,60018295,24652,3,3851,9,422,1,47,1983-01-21,2024-12-31,1983-01-21,2024-12-31,1983-01-21,2024-12-31,8545042.56213,43.7874975
65875,20288,11,100,VZ,VERIZON COMMUNICATIONS INC,VZ,517121,N,A,R,0,0,1,4813,13,424,1,0,1984-02-16,2024-12-31,1984-02-16,2024-12-31,1984-02-16,2024-12-31,222502683.72,54.58
66093,21645,11,100,T,A T & T INC,T,517121,N,A,R,0,0,1,4812,12,423,1,0,1984-02-16,2024-12-31,1984-02-16,2024-12-31,1984-02-16,2024-12-31,202381534.94945937,32.95579465062032
66157,1645,11,100,USB,U S BANCORP DEL,USB,522110,N,A,R,60001644,2104,1,6021,14,442,1,18,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,87465326.96000001,51.46
66181,5085,11,100,HD,HOME DEPOT INC,HD,444110,N,A,R,60005082,6406,1,5211,8,440,1,36,1981-09-22,2024-12-31,1981-09-22,2024-12-31,1981-09-22,2024-12-31,163611203.91,134.31
66325,6412,11,100,SLM,S L M CORP,SLM,523150,Q,A,R,60020091,26900,3,6141,13,340,1,267,1983-09-23,2024-12-31,1983-09-23,2024-12-31,1983-09-23,2024-12-31,4868015.0,11.35
66384,4879,11,100,WDC,WESTERN DIGITAL CORP,WDC,334112,Q,A,R,60020537,27434,3,3572,6,400,1,374,1973-01-26,2024-12-31,1973-01-26,2024-12-31,1973-01-26,2024-12-31,19995840.000000004,69.43
66800,137,11,100,AIG,AMERICAN INTERNATIONAL GROUP INC,AIG,524126,N,A,R,60000136,186,1,6331,9,449,1,25,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,66887031.2,65.12
69032,21224,11,100,MS,MORGAN STANLEY DEAN WITTER & CO,MS,523150,N,A,R,0,0,1,6211,16,422,1,0,1986-03-21,2024-12-31,1986-03-21,2024-12-31,1986-03-21,2024-12-31,80624944.05,43.05
69649,6137,11,100,RJF,RAYMOND JAMES FINANCIAL INC,RJF,523150,N,A,R,60006115,7677,1,6211,8,431,1,33,1983-07-01,2024-12-31,1983-07-01,2024-12-31,1983-07-01,2024-12-31,9892539.280000001,46.45333333333334
69796,1015,11,100,STZ,CONSTELLATION BRANDS INC,STZ,312130,N,A,R,60011398,15594,1,2084,9,367,1,419,1986-07-14,2024-12-31,1986-07-14,2024-12-31,1986-07-14,2024-12-31,27502634.25,154.75
70033,20881,11,100,HOG,HARLEY DAVIDSON INC,HOG,336991,N,A,R,0,0,1,3751,7,417,1,0,1986-07-08,2024-12-31,1986-07-08,2024-12-31,1986-07-08,2024-12-31,10419000.62,58.94
70092,21037,11,100,KBH,K B HOME,KBH,236117,N,A,R,0,0,1,1531,9,413,1,0,1986-08-01,2024-12-31,1986-08-01,2024-12-31,1986-08-01,2024-12-31,1375865.79,16.23
70519,20483,11,100,C,CITIGROUP INC,C,522110,N,A,R,99995023,0,1,6021,17,423,1,0,1986-10-29,2024-12-31,1986-10-29,2024-12-31,1986-10-29,2024-12-31,172665140.70000002,60.59
70578,1467,11,100,ECL,ECOLAB INC,ECL,325611,N,A,R,60001466,1874,1,2841,10,447,1,67,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,34414798.08,118.04
71175,21798,11,100,UNM,UNUM GROUP,UNM,524114,N,A,R,0,0,1,6321,7,411,1,0,1986-11-06,2024-12-31,1986-11-06,2024-12-31,1986-11-06,2024-12-31,10278229.32,44.28
71563,4163,11,100,TFC,TRUIST FINANCIAL CORP,TFC,522110,N,A,R,60004162,5272,1,6712,18,468,1,57,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,38120699.519999996,46.98
72726,4260,11,100,STT,STATE STREET CORP,STT,522110,N,A,R,60004259,5408,1,6022,7,438,1,252,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,30569498.75,79.25
73139,4298,11,100,SYK,STRYKER CORP,SYK,339112,N,A,R,60004297,5453,1,3841,7,410,1,298,1979-05-02,2024-12-31,1979-05-02,2024-12-31,1979-05-02,2024-12-31,44720802.36,119.43
75034,20253,11,100,BKR,BAKER HUGHES CO,BKR,561110,Q,A,R,60076218,78324,3,3533,12,402,1,80,1987-04-24,2024-12-31,1987-04-24,2024-12-31,1987-04-24,2024-12-31,27494293.82,65.03
75186,21578,11,100,SCHW,SCHWAB CHARLES CORP NEW,SCHW,523150,N,A,R,60020008,26796,1,6211,10,410,1,458,1987-09-22,2024-12-31,1987-09-22,2024-12-31,1987-09-22,2024-12-31,53292014.400000006,40.2
75510,8476,11,100,ADBE,ADOBE INC,ADBE,513210,Q,A,R,60008426,11171,3,7372,4,285,1,2189,1986-08-13,2024-12-31,1986-08-13,2024-12-31,1986-08-13,2024-12-31,51145403.92,103.48
75573,9798,11,100,ODP,O D P CORP,ODP,423420,Q,A,R,60019663,26335,3,5940,7,394,1,408,1988-06-01,2024-12-31,1988-06-01,2024-12-31,1988-06-01,2024-12-31,2328206.8,45.199999999999996
75591,22075,11,100,IEX,IDEX CORP,IEX,333914,N,A,R,0,0,1,3561,5,400,1,0,1989-06-02,2024-12-31,1989-06-02,2024-12-31,1989-06-02,2024-12-31,6954795.24,91.22
75607,10224,11,100,GEN,GEN DIGITAL INC,GEN,541512,Q,A,R,60010154,13732,3,7372,6,279,1,2095,1989-06-23,2024-12-31,1989-06-23,2024-12-31,1989-06-23,2024-12-31,14851025.350000001,24.01
75694,10107,11,100,TECH,BIO TECHNE CORP,TECH,325414,Q,A,R,60010038,13514,3,2836,4,266,1,1828,1989-02-09,2024-12-31,1989-02-09,2024-12-31,1989-02-09,2024-12-31,3828379.1,25.6525
75825,22113,11,100,EOG,EOG RESOURCES INC,EOG,211120,N,A,R,0,0,1,1311,8,403,1,0,1989-10-04,2024-12-31,1989-10-04,2024-12-31,1989-10-04,2024-12-31,59686461.32,103.54
75828,10303,11,100,EA,ELECTRONIC ARTS INC,EA,513210,Q,A,R,60010230,13841,3,7372,7,278,1,2112,1989-09-20,2024-12-31,1989-09-20,2024-12-31,1989-09-20,2024-12-31,24305190.0,79.17
75912,10408,11,100,PTC,P T C INC,PTC,541512,Q,A,R,60010333,14011,3,7372,10,260,1,1954,1989-12-08,2024-12-31,1989-12-08,2024-12-31,1989-12-08,2024-12-31,5391863.84,46.64
76076,10486,11,100,CSCO,CISCO SYSTEMS INC,CSCO,334118,Q,A,R,60010404,14115,3,3674,5,251,1,2298,1990-02-16,2024-12-31,1990-02-16,2024-12-31,1990-02-16,2024-12-31,153303439.85999998,30.54
76082,26024,11,100,CTRA,COTERRA ENERGY INC,CTRA,211120,N,A,R,0,0,1,1311,7,400,1,0,1990-02-08,2024-12-31,1990-02-08,2024-12-31,1990-02-08,2024-12-31,10391451.0,22.34
76095,10504,11,100,HOLX,HOLOGIC INC,HOLX,334510,Q,A,R,60010422,14145,3,3844,4,274,1,2001,1990-03-01,2024-12-31,1990-03-01,2024-12-31,1990-03-01,2024-12-31,11213734.4,40.15
76185,26080,11,100,TYL,TYLER TECHNOLOGIES INC,TYL,513210,N,A,R,0,0,1,7372,7,396,1,0,1990-05-22,2024-12-31,1990-05-22,2024-12-31,1990-05-22,2024-12-31,5302490.79,144.77
76226,21866,11,100,PARA,PARAMOUNT GLOBAL,PARA,516120,Q,A,R,60060085,50610,3,4833,17,392,1,118,1990-06-14,2024-12-31,1990-06-14,2024-12-31,1990-06-14,2024-12-31,25239334.64,64.39
76230,10691,11,100,TRMB,TRIMBLE INC,TRMB,334519,Q,A,R,60010608,14434,3,3810,8,259,1,1760,1990-07-20,2024-12-31,1990-07-20,2024-12-31,1990-07-20,2024-12-31,7606851.0,30.27
76282,10594,11,100,AN,AUTONATION INC DEL,AN,441110,N,A,R,60010512,14300,1,5511,9,370,1,214,1990-05-11,2024-12-31,1990-05-11,2024-12-31,1990-05-11,2024-12-31,4979448.32,49.28
76605,29009,11,100,AZO,AUTOZONE INC,AZO,441330,N,A,R,0,0,1,5531,8,393,1,0,1991-04-02,2024-12-31,1991-04-02,2024-12-31,1991-04-02,2024-12-31,22652377.23242,791.46002
76614,10876,11,100,REGN,REGENERON PHARMACEUTICALS INC,REGN,325412,Q,A,R,60010784,14724,3,2830,3,245,1,1956,1991-04-02,2024-12-31,1991-04-02,2024-12-31,1991-04-02,2024-12-31,39525631.94097,379.70001
76644,29028,11,100,X,UNITED STATES STEEL CORP NEW,X,331110,N,A,R,0,0,1,3312,4,389,1,0,1991-05-07,2024-12-31,1991-05-07,2024-12-31,1991-05-07,2024-12-31,5986051.890000001,34.71
76708,10992,11,100,ATGE,ADTALEM GLOBAL EDUCATION INC,ATGE,611699,N,A,R,60010899,14907,1,8299,11,381,1,53,1991-06-21,2024-12-31,1991-06-21,2024-12-31,1991-06-21,2024-12-31,1963231.05,31.35
76709,10989,11,100,IDXX,I D E X X LABORATORIES INC,IDXX,541940,Q,A,R,60010896,14903,3,2830,5,266,1,1759,1991-06-21,2024-12-31,1991-06-21,2024-12-31,1991-06-21,2024-12-31,10345742.4,117.6
76712,10996,11,100,AES,A E S CORP,AES,221118,N,A,R,60010903,14913,1,4911,5,370,1,68,1991-06-26,2024-12-31,1991-06-26,2024-12-31,1991-06-26,2024-12-31,7685992.16,11.66
76744,11042,11,100,VRTX,VERTEX PHARMACEUTICALS INC,VRTX,325412,Q,A,R,70069683,14981,3,2830,2,262,1,1862,1991-07-24,2024-12-31,1991-07-24,2024-12-31,1991-07-24,2024-12-31,18595261.89,74.89
76795,11092,11,100,ZBRA,ZEBRA TECHNOLOGIES CORP,ZBRA,334118,Q,A,R,60010998,15051,3,3577,7,261,1,1782,1991-08-15,2024-12-31,1991-08-15,2024-12-31,1991-08-15,2024-12-31,4561331.25,86.25
76804,29067,11,100,MTG,M G I C INVESTMENT CORP WIS,MTG,524126,N,A,R,0,0,1,6351,3,388,1,0,1991-08-07,2024-12-31,1991-08-07,2024-12-31,1991-08-07,2024-12-31,3549708.46,10.42
77037,11161,11,100,ODFL,OLD DOMINION FREIGHT LINE INC,ODFL,484121,Q,A,R,60011067,15131,3,4210,3,268,1,1624,1991-10-24,2024-12-31,1991-10-24,2024-12-31,1991-10-24,2024-12-31,7152147.26,28.926666666666666
77157,22462,11,100,OI,O I GLASS INC,OI,327213,N,A,R,0,0,1,3221,5,387,1,0,1991-12-11,2024-12-31,1991-12-11,2024-12-31,1991-12-11,2024-12-31,2911436.15,17.95
77178,11253,11,100,QCOM,QUALCOMM INC,QCOM,334220,Q,A,R,60011157,15270,3,3663,7,265,1,2458,1991-12-13,2024-12-31,1991-12-13,2024-12-31,1991-12-13,2024-12-31,96661200.00000001,65.4
77274,11300,11,100,GILD,GILEAD SCIENCES INC,GILD,325412,Q,A,R,60011202,15329,3,2830,5,265,1,2052,1992-01-22,2024-12-31,1992-01-22,2024-12-31,1992-01-22,2024-12-31,97149600.0,74.16
77338,11344,11,100,ROP,ROPER TECHNOLOGIES INC,ROP,334513,Q,A,R,60019954,26732,3,3823,8,363,1,69,1992-02-13,2024-12-31,1992-02-13,2024-12-31,1992-02-13,2024-12-31,18758188.60566,184.92999
77357,11361,11,100,SNPS,SYNOPSYS INC,SNPS,513210,Q,A,R,60011261,15412,3,7370,4,268,1,2027,1992-02-26,2024-12-31,1992-02-26,2024-12-31,1992-02-26,2024-12-31,8911496.37,59.37
77462,22856,11,100,M,MACYS INC,M,455110,N,A,R,0,0,1,5311,7,390,1,0,1992-03-17,2024-12-31,1992-03-17,2024-12-31,1992-03-17,2024-12-31,10768754.1,35.23
77496,11446,11,100,MHK,MOHAWK INDUSTRIES INC,MHK,314110,N,A,R,60011344,15518,1,2273,10,359,1,153,1992-04-01,2024-12-31,1992-04-01,2024-12-31,1992-04-01,2024-12-31,14962788.75,201.75
77605,29489,11,100,BSX,BOSTON SCIENTIFIC CORP,BSX,339112,N,A,R,0,0,1,3841,4,385,1,0,1992-05-19,2024-12-31,1992-05-19,2024-12-31,1992-05-19,2024-12-31,29793492.759999998,21.88
77606,29494,11,100,KSS,KOHLS CORP,KSS,455110,N,A,R,0,0,1,5311,7,390,1,0,1992-05-19,2024-12-31,1992-05-19,2024-12-31,1992-05-19,2024-12-31,8784825.94,49.78
77661,11559,11,100,DHI,D R HORTON INC,DHI,236117,N,A,R,60011457,15672,1,1531,6,380,1,38,1992-06-05,2024-12-31,1992-06-05,2024-12-31,1992-06-05,2024-12-31,10286108.559999999,27.56
77702,11592,11,100,SBUX,STARBUCKS CORP,SBUX,722511,Q,A,R,60011489,15722,3,5810,5,266,1,2186,1992-06-26,2024-12-31,1992-06-26,2024-12-31,1992-06-26,2024-12-31,80656020.0,55.35
77730,4620,11,100,TSN,TYSON FOODS INC,TSN,311615,N,A,R,60004619,5861,1,2015,12,418,1,321,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,18004578.9,62.58
78034,11778,11,100,PDCO,PATTERSON COMPANIES INC,PDCO,423450,Q,A,R,60011671,15983,3,5990,4,270,1,1485,1992-10-28,2024-12-31,1992-10-28,2024-12-31,1992-10-28,2024-12-31,4166027.9499999997,42.55
78975,12011,11,100,INTU,INTUIT INC,INTU,513210,Q,A,R,60011898,16316,3,7370,5,258,1,1889,1993-03-12,2024-12-31,1993-03-12,2024-12-31,1993-03-12,2024-12-31,29452767.75,114.75
78987,12027,11,100,MCHP,MICROCHIP TECHNOLOGY INC,MCHP,334413,Q,A,R,60011914,16333,3,3670,2,263,1,1923,1993-03-19,2024-12-31,1993-03-19,2024-12-31,1993-03-19,2024-12-31,13819055.5,31.925
79089,12074,11,100,FOSL,FOSSIL GROUP INC,FOSL,334519,Q,A,R,60011961,16390,3,3873,5,253,1,1727,1993-04-08,2024-12-31,1993-04-08,2024-12-31,1993-04-08,2024-12-31,1272853.53,26.37
79094,12108,11,100,JBL,JABIL INC,JBL,334418,N,A,R,60011995,16431,1,3672,6,350,1,191,1993-04-29,2024-12-31,1993-04-29,2024-12-31,1993-04-29,2024-12-31,4424118.16,23.98
79103,12097,11,100,ORLY,O REILLY AUTOMOTIVE INC NEW,ORLY,441330,Q,A,R,60011984,16417,3,5531,7,219,1,1746,1993-04-23,2024-12-31,1993-04-23,2024-12-31,1993-04-23,2024-12-31,26074699.568520002,280.82001
79108,12083,11,100,SANM,SANMINA CORP,SANM,334418,Q,A,R,60011970,16400,3,3672,7,259,1,1888,1993-04-14,2024-12-31,1993-04-14,2024-12-31,1993-04-14,2024-12-31,2689406.6,36.2
79323,29870,11,100,ALL,ALLSTATE CORP,ALL,524126,N,A,R,0,0,1,6331,3,381,1,0,1993-06-03,2024-12-31,1993-06-03,2024-12-31,1993-06-03,2024-12-31,27312879.990000002,74.17
79545,29936,11,100,BWA,BORGWARNER INC,BWA,336390,N,A,R,0,0,1,3714,8,386,1,0,1993-08-13,2024-12-31,1993-08-13,2024-12-31,1993-08-13,2024-12-31,7292956.543139825,34.24148321082055
79637,4655,11,100,UHS,UNIVERSAL HEALTH SERVICES INC,UHS,622110,N,A,R,60004654,5900,1,8062,5,433,1,257,1981-07-09,2024-12-31,1981-07-09,2024-12-31,1981-07-09,2024-12-31,9568578.99,106.71
79686,12484,11,100,DECK,DECKERS OUTDOOR CORP,DECK,315990,N,A,R,60012367,16918,1,2389,5,281,1,1667,1993-10-15,2024-12-31,1993-10-15,2024-12-31,1993-10-15,2024-12-31,1845208.3499999999,9.584999999999999
79698,12457,11,100,IT,GARTNER INC,IT,541910,N,A,R,60012340,16886,1,8732,9,349,1,187,1993-10-05,2024-12-31,1993-10-05,2024-12-31,1993-10-05,2024-12-31,8249434.6,99.86
79785,21242,11,100,NVR,N V R INC,NVR,236117,N,A,R,0,0,1,1531,5,381,1,0,1993-11-18,2024-12-31,1993-11-18,2024-12-31,1993-11-18,2024-12-31,6253462.0621,1649.98999
79879,12583,11,100,VIAV,VIAVI SOLUTIONS INC,VIAV,334516,Q,A,R,60012466,17054,3,3674,9,270,1,2108,1993-11-17,2024-12-31,1993-11-17,2024-12-31,1993-11-17,2024-12-31,1931159.9999999998,8.36
79881,12546,11,100,URBN,URBAN OUTFITTERS INC,URBN,458110,Q,A,R,60012429,17000,3,5650,5,264,1,1877,1993-11-09,2024-12-31,1993-11-09,2024-12-31,1993-11-09,2024-12-31,3321967.7199999997,28.58
79906,30033,11,100,INCY,INCYTE CORP,INCY,325412,Q,A,R,60014135,19236,3,8731,10,266,1,1812,1993-11-04,2024-12-31,1993-11-04,2024-12-31,1993-11-04,2024-12-31,19323029.68,102.32
80080,30070,11,100,EMN,EASTMAN CHEMICAL CO,EMN,325199,N,A,R,0,0,1,2869,5,379,1,0,1994-01-04,2024-12-31,1994-01-04,2024-12-31,1994-01-04,2024-12-31,11141335.92,75.92
80191,30249,11,100,ALB,ALBEMARLE CORP,ALB,325211,N,A,R,0,0,1,2821,8,378,1,0,1994-03-11,2024-12-31,1994-03-11,2024-12-31,1994-03-11,2024-12-31,9903511.799999999,88.05
80204,30260,11,100,MLM,MARTIN MARIETTA MATERIALS INC,MLM,212313,N,A,R,0,0,1,1423,8,380,1,0,1994-02-17,2024-12-31,1994-02-17,2024-12-31,1994-02-17,2024-12-31,14173861.780000001,223.33
80286,12863,11,100,TSCO,TRACTOR SUPPLY CO NEW,TSCO,459999,Q,A,R,60012735,17391,3,5999,7,247,1,1846,1994-02-18,2024-12-31,1994-02-18,2024-12-31,1994-02-18,2024-12-31,9927340.5,15.180000000000001
80320,12926,11,100,CPRT,COPART INC,CPRT,423110,Q,A,R,60012796,17465,3,5010,4,266,1,1663,1994-03-17,2024-12-31,1994-03-17,2024-12-31,1994-03-17,2024-12-31,6384731.92,6.965
80539,13036,11,100,NKTR,NEKTAR THERAPEUTICS,NKTR,325412,Q,A,R,70069242,17612,3,2830,3,261,1,1824,1994-05-03,2024-12-31,1994-05-03,2024-12-31,1994-05-03,2024-12-31,1944260.28,12.69
80563,13115,11,100,PENN,PENN ENTERTAINMENT INC,PENN,721110,Q,A,R,60012982,17724,3,7948,5,261,1,1872,1994-05-26,2024-12-31,1994-05-26,2024-12-31,1994-05-26,2024-12-31,1284820.2,14.1
81055,30513,11,100,COF,CAPITAL ONE FINANCIAL CORP,COF,522110,N,A,R,0,0,1,6021,11,376,1,0,1994-11-16,2024-12-31,1994-11-16,2024-12-31,1994-11-16,2024-12-31,42862089.870000005,88.87
